תאריך מדידה,מפלס הכנרת במטרים
1 Jan 2014, -211.290
31 Dec 2013, -211.290
30 Dec 2013, -211.290
29 Dec 2013, -211.290
28 Dec 2013, -211.290
27 Dec 2013, -211.290
26 Dec 2013, -211.285
25 Dec 2013, -211.285
24 Dec 2013, -211.290
23 Dec 2013, -211.290
22 Dec 2013, -211.290
21 Dec 2013, -211.290
20 Dec 2013, -211.290
19 Dec 2013, -211.300
18 Dec 2013, -211.300
17 Dec 2013, -211.300
16 Dec 2013, -211.300
15 Dec 2013, -211.300
14 Dec 2013, -211.320
13 Dec 2013, -211.360
12 Dec 2013, -211.370
11 Dec 2013, -211.390
10 Dec 2013, -211.400
9 Dec 2013, -211.400
8 Dec 2013, -211.400
7 Dec 2013, -211.400
6 Dec 2013, -211.400
5 Dec 2013, -211.400
4 Dec 2013, -211.410
3 Dec 2013, -211.410
2 Dec 2013, -211.410
1 Dec 2013, -211.410
30 Nov 2013, -211.405
29 Nov 2013, -211.405
28 Nov 2013, -211.405
27 Nov 2013, -211.405
26 Nov 2013, -211.405
25 Nov 2013, -211.405
24 Nov 2013, -211.400
23 Nov 2013, -211.400
22 Nov 2013, -211.400
21 Nov 2013, -211.400
20 Nov 2013, -211.400
19 Nov 2013, -211.395
18 Nov 2013, -211.395
17 Nov 2013, -211.390
16 Nov 2013, -211.385
15 Nov 2013, -211.385
14 Nov 2013, -211.380
13 Nov 2013, -211.380
12 Nov 2013, -211.375
11 Nov 2013, -211.370
10 Nov 2013, -211.365
9 Nov 2013, -211.360
8 Nov 2013, -211.355
7 Nov 2013, -211.355
6 Nov 2013, -211.350
5 Nov 2013, -211.345
4 Nov 2013, -211.340
3 Nov 2013, -211.330
2 Nov 2013, -211.320
1 Nov 2013, -211.320
31 Oct 2013, -211.315
30 Oct 2013, -211.310
29 Oct 2013, -211.305
28 Oct 2013, -211.300
27 Oct 2013, -211.290
26 Oct 2013, -211.280
25 Oct 2013, -211.270
24 Oct 2013, -211.260
23 Oct 2013, -211.255
22 Oct 2013, -211.250
21 Oct 2013, -211.245
20 Oct 2013, -211.240
19 Oct 2013, -211.235
18 Oct 2013, -211.225
17 Oct 2013, -211.215
16 Oct 2013, -211.210
15 Oct 2013, -211.205
14 Oct 2013, -211.200
13 Oct 2013, -211.195
12 Oct 2013, -211.190
11 Oct 2013, -211.185
10 Oct 2013, -211.180
9 Oct 2013, -211.170
8 Oct 2013, -211.160
7 Oct 2013, -211.150
6 Oct 2013, -211.140
5 Oct 2013, -211.125
4 Oct 2013, -211.115
3 Oct 2013, -211.100
2 Oct 2013, -211.090
1 Oct 2013, -211.080
30 Sep 2013, -211.065
29 Sep 2013, -211.055
28 Sep 2013, -211.040
27 Sep 2013, -211.035
26 Sep 2013, -211.030
25 Sep 2013, -211.020
24 Sep 2013, -211.010
23 Sep 2013, -211.005
22 Sep 2013, -211.000
21 Sep 2013, -210.990
20 Sep 2013, -210.985
19 Sep 2013, -210.980
18 Sep 2013, -210.975
17 Sep 2013, -210.970
16 Sep 2013, -210.965
15 Sep 2013, -210.960
14 Sep 2013, -210.950
13 Sep 2013, -210.940
12 Sep 2013, -210.935
11 Sep 2013, -210.930
10 Sep 2013, -210.920
9 Sep 2013, -210.905
8 Sep 2013, -210.890
7 Sep 2013, -210.875
6 Sep 2013, -210.860
5 Sep 2013, -210.850
4 Sep 2013, -210.845
3 Sep 2013, -210.840
2 Sep 2013, -210.835
1 Sep 2013, -210.830
31 Aug 2013, -210.820
30 Aug 2013, -210.810
29 Aug 2013, -210.805
28 Aug 2013, -210.800
27 Aug 2013, -210.795
26 Aug 2013, -210.790
25 Aug 2013, -210.785
24 Aug 2013, -210.775
23 Aug 2013, -210.760
22 Aug 2013, -210.745
21 Aug 2013, -210.735
20 Aug 2013, -210.725
19 Aug 2013, -210.710
18 Aug 2013, -210.695
17 Aug 2013, -210.680
16 Aug 2013, -210.665
15 Aug 2013, -210.650
14 Aug 2013, -210.645
13 Aug 2013, -210.640
12 Aug 2013, -210.635
11 Aug 2013, -210.630
10 Aug 2013, -210.625
9 Aug 2013, -210.615
8 Aug 2013, -210.605
7 Aug 2013, -210.600
6 Aug 2013, -210.595
5 Aug 2013, -210.590
4 Aug 2013, -210.585
3 Aug 2013, -210.570
2 Aug 2013, -210.555
1 Aug 2013, -210.540
31 Jul 2013, -210.525
30 Jul 2013, -210.510
29 Jul 2013, -210.495
28 Jul 2013, -210.480
27 Jul 2013, -210.470
26 Jul 2013, -210.460
25 Jul 2013, -210.450
24 Jul 2013, -210.440
23 Jul 2013, -210.430
22 Jul 2013, -210.420
21 Jul 2013, -210.410
20 Jul 2013, -210.400
19 Jul 2013, -210.395
18 Jul 2013, -210.390
17 Jul 2013, -210.380
16 Jul 2013, -210.370
15 Jul 2013, -210.365
14 Jul 2013, -210.360
13 Jul 2013, -210.350
12 Jul 2013, -210.335
11 Jul 2013, -210.320
10 Jul 2013, -210.310
9 Jul 2013, -210.295
8 Jul 2013, -210.285
7 Jul 2013, -210.270
6 Jul 2013, -210.255
5 Jul 2013, -210.240
4 Jul 2013, -210.230
3 Jul 2013, -210.220
2 Jul 2013, -210.210
1 Jul 2013, -210.200
30 Jun 2013, -210.195
29 Jun 2013, -210.190
28 Jun 2013, -210.180
27 Jun 2013, -210.175
26 Jun 2013, -210.170
25 Jun 2013, -210.165
24 Jun 2013, -210.160
23 Jun 2013, -210.150
22 Jun 2013, -210.140
21 Jun 2013, -210.130
20 Jun 2013, -210.120
19 Jun 2013, -210.115
18 Jun 2013, -210.110
17 Jun 2013, -210.100
16 Jun 2013, -210.090
15 Jun 2013, -210.080
14 Jun 2013, -210.070
13 Jun 2013, -210.065
12 Jun 2013, -210.060
11 Jun 2013, -210.055
10 Jun 2013, -210.050
9 Jun 2013, -210.045
8 Jun 2013, -210.035
7 Jun 2013, -210.025
6 Jun 2013, -210.020
5 Jun 2013, -210.015
4 Jun 2013, -210.010
3 Jun 2013, -210.005
2 Jun 2013, -210.000
1 Jun 2013, -209.990
31 May 2013, -209.985
30 May 2013, -209.980
29 May 2013, -209.975
28 May 2013, -209.965
27 May 2013, -209.960
26 May 2013, -209.955
25 May 2013, -209.945
24 May 2013, -209.935
23 May 2013, -209.935
22 May 2013, -209.930
21 May 2013, -209.925
20 May 2013, -209.920
19 May 2013, -209.915
18 May 2013, -209.905
17 May 2013, -209.900
16 May 2013, -209.895
15 May 2013, -209.895
14 May 2013, -209.910
13 May 2013, -209.905
12 May 2013, -209.900
11 May 2013, -209.895
10 May 2013, -209.890
9 May 2013, -209.885
8 May 2013, -209.885
7 May 2013, -209.880
6 May 2013, -209.875
5 May 2013, -209.870
4 May 2013, -209.860
3 May 2013, -209.860
2 May 2013, -209.860
1 May 2013, -209.860
30 Apr 2013, -209.860
29 Apr 2013, -209.860
28 Apr 2013, -209.860
27 Apr 2013, -209.865
26 Apr 2013, -209.870
25 Apr 2013, -209.875
24 Apr 2013, -209.880
23 Apr 2013, -209.885
22 Apr 2013, -209.890
21 Apr 2013, -209.910
20 Apr 2013, -209.935
19 Apr 2013, -209.935
18 Apr 2013, -209.940
17 Apr 2013, -209.950
16 Apr 2013, -209.950
15 Apr 2013, -209.950
14 Apr 2013, -209.950
13 Apr 2013, -209.945
12 Apr 2013, -209.945
11 Apr 2013, -209.950
10 Apr 2013, -209.950
9 Apr 2013, -209.950
8 Apr 2013, -209.950
7 Apr 2013, -209.950
6 Apr 2013, -209.950
5 Apr 2013, -209.945
4 Apr 2013, -209.945
3 Apr 2013, -209.950
2 Apr 2013, -209.950
1 Apr 2013, -209.955
31 Mar 2013, -209.960
30 Mar 2013, -209.965
29 Mar 2013, -209.975
28 Mar 2013, -209.985
27 Mar 2013, -209.990
26 Mar 2013, -209.995
25 Mar 2013, -210.005
24 Mar 2013, -210.015
23 Mar 2013, -210.015
22 Mar 2013, -210.020
21 Mar 2013, -210.025
20 Mar 2013, -210.030
19 Mar 2013, -210.035
18 Mar 2013, -210.040
17 Mar 2013, -210.040
16 Mar 2013, -210.045
15 Mar 2013, -210.050
14 Mar 2013, -210.055
13 Mar 2013, -210.065
12 Mar 2013, -210.075
11 Mar 2013, -210.085
10 Mar 2013, -210.095
9 Mar 2013, -210.100
8 Mar 2013, -210.110
7 Mar 2013, -210.120
6 Mar 2013, -210.130
5 Mar 2013, -210.140
4 Mar 2013, -210.150
3 Mar 2013, -210.160
2 Mar 2013, -210.170
1 Mar 2013, -210.185
28 Feb 2013, -210.200
27 Feb 2013, -210.205
26 Feb 2013, -210.220
25 Feb 2013, -210.235
24 Feb 2013, -210.255
23 Feb 2013, -210.270
22 Feb 2013, -210.280
21 Feb 2013, -210.295
20 Feb 2013, -210.310
19 Feb 2013, -210.330
18 Feb 2013, -210.345
17 Feb 2013, -210.360
16 Feb 2013, -210.380
15 Feb 2013, -210.395
14 Feb 2013, -210.410
13 Feb 2013, -210.425
12 Feb 2013, -210.440
11 Feb 2013, -210.455
10 Feb 2013, -210.470
9 Feb 2013, -210.490
8 Feb 2013, -210.510
7 Feb 2013, -210.530
6 Feb 2013, -210.555
5 Feb 2013, -210.570
4 Feb 2013, -210.585
3 Feb 2013, -210.605
2 Feb 2013, -210.625
1 Feb 2013, -210.660
31 Jan 2013, -210.710
30 Jan 2013, -210.750
29 Jan 2013, -210.765
28 Jan 2013, -210.780
27 Jan 2013, -210.800
26 Jan 2013, -210.810
25 Jan 2013, -210.820
24 Jan 2013, -210.840
23 Jan 2013, -210.855
22 Jan 2013, -210.870
21 Jan 2013, -210.885
20 Jan 2013, -210.905
19 Jan 2013, -210.920
18 Jan 2013, -210.940
17 Jan 2013, -210.970
16 Jan 2013, -210.990
15 Jan 2013, -211.015
14 Jan 2013, -211.040
13 Jan 2013, -211.070
12 Jan 2013, -211.100
11 Jan 2013, -211.150
10 Jan 2013, -211.200
9 Jan 2013, -211.340
8 Jan 2013, -211.500
7 Jan 2013, -211.720
6 Jan 2013, -211.820
5 Jan 2013, -211.860
4 Jan 2013, -211.870
3 Jan 2013, -211.885
2 Jan 2013, -211.895
1 Jan 2013, -211.900
31 Dec 2012, -211.910
30 Dec 2012, -211.920
29 Dec 2012, -211.930
28 Dec 2012, -211.935
27 Dec 2012, -211.950
26 Dec 2012, -211.960
25 Dec 2012, -211.980
24 Dec 2012, -212.000
23 Dec 2012, -212.020
22 Dec 2012, -212.070
21 Dec 2012, -212.190
20 Dec 2012, -212.255
19 Dec 2012, -212.265
18 Dec 2012, -212.270
17 Dec 2012, -212.275
16 Dec 2012, -212.280
15 Dec 2012, -212.285
14 Dec 2012, -212.285
13 Dec 2012, -212.305
12 Dec 2012, -212.310
11 Dec 2012, -212.320
10 Dec 2012, -212.330
9 Dec 2012, -212.340
8 Dec 2012, -212.355
7 Dec 2012, -212.370
6 Dec 2012, -212.385
5 Dec 2012, -212.385
4 Dec 2012, -212.400
3 Dec 2012, -212.400
2 Dec 2012, -212.400
1 Dec 2012, -212.400
30 Nov 2012, -212.400
29 Nov 2012, -212.395
28 Nov 2012, -212.395
27 Nov 2012, -212.395
26 Nov 2012, -212.400
25 Nov 2012, -212.400
24 Nov 2012, -212.400
23 Nov 2012, -212.405
22 Nov 2012, -212.410
21 Nov 2012, -212.410
20 Nov 2012, -212.410
19 Nov 2012, -212.405
18 Nov 2012, -212.400
17 Nov 2012, -212.400
16 Nov 2012, -212.400
15 Nov 2012, -212.400
14 Nov 2012, -212.400
13 Nov 2012, -212.400
12 Nov 2012, -212.400
11 Nov 2012, -212.410
10 Nov 2012, -212.420
9 Nov 2012, -212.435
8 Nov 2012, -212.435
7 Nov 2012, -212.435
6 Nov 2012, -212.430
5 Nov 2012, -212.425
4 Nov 2012, -212.420
3 Nov 2012, -212.415
2 Nov 2012, -212.415
1 Nov 2012, -212.415
31 Oct 2012, -212.410
30 Oct 2012, -212.405
29 Oct 2012, -212.405
28 Oct 2012, -212.400
27 Oct 2012, -212.395
26 Oct 2012, -212.400
25 Oct 2012, -212.395
24 Oct 2012, -212.390
23 Oct 2012, -212.385
22 Oct 2012, -212.380
21 Oct 2012, -212.380
20 Oct 2012, -212.375
19 Oct 2012, -212.370
18 Oct 2012, -212.365
17 Oct 2012, -212.365
16 Oct 2012, -212.365
15 Oct 2012, -212.360
14 Oct 2012, -212.360
13 Oct 2012, -212.355
12 Oct 2012, -212.350
11 Oct 2012, -212.350
10 Oct 2012, -212.350
9 Oct 2012, -212.345
8 Oct 2012, -212.340
7 Oct 2012, -212.335
6 Oct 2012, -212.330
5 Oct 2012, -212.320
4 Oct 2012, -212.315
3 Oct 2012, -212.310
2 Oct 2012, -212.305
1 Oct 2012, -212.300
30 Sep 2012, -212.290
29 Sep 2012, -212.285
28 Sep 2012, -212.280
27 Sep 2012, -212.280
24 Sep 2012, -212.265
23 Sep 2012, -212.260
22 Sep 2012, -212.250
21 Sep 2012, -212.240
20 Sep 2012, -212.235
19 Sep 2012, -212.230
18 Sep 2012, -212.220
17 Sep 2012, -212.210
16 Sep 2012, -212.205
15 Sep 2012, -212.195
14 Sep 2012, -212.185
13 Sep 2012, -212.175
12 Sep 2012, -212.170
11 Sep 2012, -212.160
10 Sep 2012, -212.155
9 Sep 2012, -212.150
8 Sep 2012, -212.140
7 Sep 2012, -212.130
6 Sep 2012, -212.120
5 Sep 2012, -212.115
4 Sep 2012, -212.110
3 Sep 2012, -212.105
2 Sep 2012, -212.100
1 Sep 2012, -212.090
31 Aug 2012, -212.080
30 Aug 2012, -212.060
29 Aug 2012, -212.050
28 Aug 2012, -212.040
27 Aug 2012, -212.035
26 Aug 2012, -212.030
25 Aug 2012, -212.015
24 Aug 2012, -212.005
23 Aug 2012, -211.990
22 Aug 2012, -211.985
21 Aug 2012, -211.980
20 Aug 2012, -211.975
19 Aug 2012, -211.970
18 Aug 2012, -211.955
17 Aug 2012, -211.940
16 Aug 2012, -211.930
15 Aug 2012, -211.920
14 Aug 2012, -211.910
13 Aug 2012, -211.905
12 Aug 2012, -211.900
11 Aug 2012, -211.880
10 Aug 2012, -211.870
9 Aug 2012, -211.860
8 Aug 2012, -211.855
7 Aug 2012, -211.850
6 Aug 2012, -211.840
5 Aug 2012, -211.825
4 Aug 2012, -211.815
3 Aug 2012, -211.805
2 Aug 2012, -211.795
1 Aug 2012, -211.790
31 Jul 2012, -211.785
30 Jul 2012, -211.780
29 Jul 2012, -211.770
28 Jul 2012, -211.750
27 Jul 2012, -211.740
26 Jul 2012, -211.735
25 Jul 2012, -211.725
24 Jul 2012, -211.715
23 Jul 2012, -211.705
22 Jul 2012, -211.690
21 Jul 2012, -211.680
20 Jul 2012, -211.670
19 Jul 2012, -211.665
18 Jul 2012, -211.660
17 Jul 2012, -211.655
16 Jul 2012, -211.650
15 Jul 2012, -211.640
14 Jul 2012, -211.630
13 Jul 2012, -211.620
12 Jul 2012, -211.610
11 Jul 2012, -211.605
10 Jul 2012, -211.600
9 Jul 2012, -211.590
8 Jul 2012, -211.580
7 Jul 2012, -211.570
6 Jul 2012, -211.560
5 Jul 2012, -211.550
4 Jul 2012, -211.540
3 Jul 2012, -211.530
2 Jul 2012, -211.520
1 Jul 2012, -211.510
30 Jun 2012, -211.500
29 Jun 2012, -211.495
28 Jun 2012, -211.490
27 Jun 2012, -211.485
26 Jun 2012, -211.480
25 Jun 2012, -211.475
24 Jun 2012, -211.470
23 Jun 2012, -211.460
22 Jun 2012, -211.450
21 Jun 2012, -211.445
20 Jun 2012, -211.440
19 Jun 2012, -211.440
18 Jun 2012, -211.435
17 Jun 2012, -211.430
14 Jun 2012, -211.415
13 Jun 2012, -211.410
12 Jun 2012, -211.405
11 Jun 2012, -211.400
10 Jun 2012, -211.400
9 Jun 2012, -211.390
8 Jun 2012, -211.385
7 Jun 2012, -211.380
6 Jun 2012, -211.380
5 Jun 2012, -211.375
4 Jun 2012, -211.375
3 Jun 2012, -211.370
2 Jun 2012, -211.365
1 Jun 2012, -211.360
31 May 2012, -211.360
30 May 2012, -211.355
29 May 2012, -211.355
28 May 2012, -211.350
27 May 2012, -211.345
26 May 2012, -211.340
25 May 2012, -211.335
24 May 2012, -211.335
23 May 2012, -211.330
22 May 2012, -211.330
21 May 2012, -211.325
20 May 2012, -211.320
19 May 2012, -211.320
18 May 2012, -211.315
17 May 2012, -211.315
16 May 2012, -211.315
15 May 2012, -211.315
14 May 2012, -211.315
13 May 2012, -211.315
12 May 2012, -211.315
11 May 2012, -211.315
10 May 2012, -211.315
9 May 2012, -211.315
8 May 2012, -211.315
7 May 2012, -211.315
6 May 2012, -211.315
5 May 2012, -211.315
4 May 2012, -211.315
3 May 2012, -211.320
2 May 2012, -211.325
1 May 2012, -211.330
30 Apr 2012, -211.335
29 Apr 2012, -211.340
28 Apr 2012, -211.345
27 Apr 2012, -211.345
26 Apr 2012, -211.350
25 Apr 2012, -211.350
24 Apr 2012, -211.350
23 Apr 2012, -211.355
22 Apr 2012, -211.355
21 Apr 2012, -211.360
20 Apr 2012, -211.360
19 Apr 2012, -211.365
18 Apr 2012, -211.370
17 Apr 2012, -211.370
16 Apr 2012, -211.375
15 Apr 2012, -211.380
14 Apr 2012, -211.390
13 Apr 2012, -211.400
12 Apr 2012, -211.410
11 Apr 2012, -211.420
10 Apr 2012, -211.430
9 Apr 2012, -211.440
8 Apr 2012, -211.450
7 Apr 2012, -211.465
6 Apr 2012, -211.480
5 Apr 2012, -211.490
4 Apr 2012, -211.510
3 Apr 2012, -211.520
2 Apr 2012, -211.530
1 Apr 2012, -211.540
31 Mar 2012, -211.555
30 Mar 2012, -211.565
29 Mar 2012, -211.570
28 Mar 2012, -211.590
27 Mar 2012, -211.610
26 Mar 2012, -211.625
25 Mar 2012, -211.640
24 Mar 2012, -211.655
23 Mar 2012, -211.675
22 Mar 2012, -211.690
21 Mar 2012, -211.705
20 Mar 2012, -211.720
19 Mar 2012, -211.740
18 Mar 2012, -211.760
17 Mar 2012, -211.790
16 Mar 2012, -211.840
15 Mar 2012, -211.880
14 Mar 2012, -211.905
13 Mar 2012, -211.925
12 Mar 2012, -211.945
11 Mar 2012, -211.960
10 Mar 2012, -211.970
9 Mar 2012, -211.990
8 Mar 2012, -212.020
7 Mar 2012, -212.050
6 Mar 2012, -212.080
5 Mar 2012, -212.120
4 Mar 2012, -212.170
3 Mar 2012, -212.200
2 Mar 2012, -212.270
1 Mar 2012, -212.370
29 Feb 2012, -212.410
28 Feb 2012, -212.440
27 Feb 2012, -212.460
26 Feb 2012, -212.480
25 Feb 2012, -212.500
24 Feb 2012, -212.520
23 Feb 2012, -212.540
22 Feb 2012, -212.565
21 Feb 2012, -212.590
20 Feb 2012, -212.615
19 Feb 2012, -212.660
18 Feb 2012, -212.740
17 Feb 2012, -212.790
16 Feb 2012, -212.830
15 Feb 2012, -212.850
14 Feb 2012, -212.860
13 Feb 2012, -212.880
12 Feb 2012, -212.890
11 Feb 2012, -212.900
10 Feb 2012, -212.915
9 Feb 2012, -212.940
8 Feb 2012, -212.955
7 Feb 2012, -212.970
6 Feb 2012, -212.975
5 Feb 2012, -212.990
4 Feb 2012, -213.000
3 Feb 2012, -213.020
2 Feb 2012, -213.050
1 Feb 2012, -213.105
31 Jan 2012, -213.140
30 Jan 2012, -213.170
29 Jan 2012, -213.190
28 Jan 2012, -213.210
27 Jan 2012, -213.250
26 Jan 2012, -213.270
25 Jan 2012, -213.285
24 Jan 2012, -213.295
23 Jan 2012, -213.305
22 Jan 2012, -213.335
21 Jan 2012, -213.330
20 Jan 2012, -213.340
19 Jan 2012, -213.370
18 Jan 2012, -213.385
17 Jan 2012, -213.405
16 Jan 2012, -213.420
15 Jan 2012, -213.440
14 Jan 2012, -213.460
13 Jan 2012, -213.500
12 Jan 2012, -213.550
11 Jan 2012, -213.565
10 Jan 2012, -213.575
9 Jan 2012, -213.590
8 Jan 2012, -213.600
7 Jan 2012, -213.600
6 Jan 2012, -213.600
5 Jan 2012, -213.615
4 Jan 2012, -213.620
3 Jan 2012, -213.630
2 Jan 2012, -213.640
1 Jan 2012, -213.650
31 Dec 2011, -213.655
30 Dec 2011, -213.665
29 Dec 2011, -213.660
28 Dec 2011, -213.665
27 Dec 2011, -213.670
26 Dec 2011, -213.680
25 Dec 2011, -213.690
24 Dec 2011, -213.695
23 Dec 2011, -213.700
22 Dec 2011, -213.700
21 Dec 2011, -213.700
20 Dec 2011, -213.700
19 Dec 2011, -213.700
18 Dec 2011, -213.700
17 Dec 2011, -213.700
16 Dec 2011, -213.700
15 Dec 2011, -213.700
14 Dec 2011, -213.700
13 Dec 2011, -213.700
12 Dec 2011, -213.695
11 Dec 2011, -213.695
10 Dec 2011, -213.690
9 Dec 2011, -213.690
8 Dec 2011, -213.690
7 Dec 2011, -213.690
6 Dec 2011, -213.690
5 Dec 2011, -213.690
4 Dec 2011, -213.690
3 Dec 2011, -213.685
2 Dec 2011, -213.680
1 Dec 2011, -213.680
30 Nov 2011, -213.680
29 Nov 2011, -213.680
28 Nov 2011, -213.675
27 Nov 2011, -213.675
26 Nov 2011, -213.665
25 Nov 2011, -213.665
24 Nov 2011, -213.660
23 Nov 2011, -213.660
22 Nov 2011, -213.660
21 Nov 2011, -213.660
20 Nov 2011, -213.665
19 Nov 2011, -213.670
18 Nov 2011, -213.670
17 Nov 2011, -213.675
16 Nov 2011, -213.675
15 Nov 2011, -213.670
14 Nov 2011, -213.670
13 Nov 2011, -213.670
12 Nov 2011, -213.660
11 Nov 2011, -213.660
10 Nov 2011, -213.655
9 Nov 2011, -213.650
8 Nov 2011, -213.645
7 Nov 2011, -213.640
6 Nov 2011, -213.640
5 Nov 2011, -213.635
4 Nov 2011, -213.635
3 Nov 2011, -213.640
2 Nov 2011, -213.630
1 Nov 2011, -213.630
31 Oct 2011, -213.620
30 Oct 2011, -213.615
27 Oct 2011, -213.595
26 Oct 2011, -213.590
25 Oct 2011, -213.580
24 Oct 2011, -213.575
23 Oct 2011, -213.570
22 Oct 2011, -213.560
21 Oct 2011, -213.550
20 Oct 2011, -213.540
19 Oct 2011, -213.530
18 Oct 2011, -213.520
17 Oct 2011, -213.515
16 Oct 2011, -213.510
15 Oct 2011, -213.500
14 Oct 2011, -213.490
13 Oct 2011, -213.480
12 Oct 2011, -213.470
11 Oct 2011, -213.460
10 Oct 2011, -213.460
9 Oct 2011, -213.455
8 Oct 2011, -213.450
7 Oct 2011, -213.440
6 Oct 2011, -213.430
5 Oct 2011, -213.430
4 Oct 2011, -213.420
3 Oct 2011, -213.410
2 Oct 2011, -213.410
1 Oct 2011, -213.400
30 Sep 2011, -213.390
29 Sep 2011, -213.380
28 Sep 2011, -213.375
27 Sep 2011, -213.375
26 Sep 2011, -213.370
25 Sep 2011, -213.365
24 Sep 2011, -213.360
23 Sep 2011, -213.355
22 Sep 2011, -213.345
21 Sep 2011, -213.340
20 Sep 2011, -213.335
19 Sep 2011, -213.325
18 Sep 2011, -213.320
17 Sep 2011, -213.310
15 Sep 2011, -213.300
14 Sep 2011, -213.290
13 Sep 2011, -213.280
12 Sep 2011, -213.275
11 Sep 2011, -213.270
10 Sep 2011, -213.260
9 Sep 2011, -213.250
8 Sep 2011, -213.240
7 Sep 2011, -213.230
6 Sep 2011, -213.220
5 Sep 2011, -213.215
4 Sep 2011, -213.210
3 Sep 2011, -213.200
2 Sep 2011, -213.190
1 Sep 2011, -213.180
31 Aug 2011, -213.170
30 Aug 2011, -213.160
29 Aug 2011, -213.150
28 Aug 2011, -213.140
27 Aug 2011, -213.130
26 Aug 2011, -213.120
25 Aug 2011, -213.110
24 Aug 2011, -213.100
23 Aug 2011, -213.090
22 Aug 2011, -213.080
21 Aug 2011, -213.070
18 Aug 2011, -213.040
17 Aug 2011, -213.040
16 Aug 2011, -213.025
15 Aug 2011, -213.020
14 Aug 2011, -213.010
13 Aug 2011, -212.995
12 Aug 2011, -212.980
11 Aug 2011, -212.970
10 Aug 2011, -212.960
9 Aug 2011, -212.950
8 Aug 2011, -212.940
7 Aug 2011, -212.930
4 Aug 2011, -212.895
3 Aug 2011, -212.880
2 Aug 2011, -212.870
1 Aug 2011, -212.860
31 Jul 2011, -212.855
30 Jul 2011, -212.845
29 Jul 2011, -212.835
28 Jul 2011, -212.825
27 Jul 2011, -212.820
26 Jul 2011, -212.810
25 Jul 2011, -212.800
24 Jul 2011, -212.790
23 Jul 2011, -212.780
22 Jul 2011, -212.770
21 Jul 2011, -212.760
20 Jul 2011, -212.750
19 Jul 2011, -212.740
18 Jul 2011, -212.735
17 Jul 2011, -212.730
16 Jul 2011, -212.720
15 Jul 2011, -212.700
14 Jul 2011, -212.690
13 Jul 2011, -212.680
12 Jul 2011, -212.680
11 Jul 2011, -212.670
10 Jul 2011, -212.660
9 Jul 2011, -212.650
8 Jul 2011, -212.640
7 Jul 2011, -212.640
6 Jul 2011, -212.630
5 Jul 2011, -212.620
4 Jul 2011, -212.610
3 Jul 2011, -212.600
2 Jul 2011, -212.590
1 Jul 2011, -212.570
30 Jun 2011, -212.560
29 Jun 2011, -212.555
28 Jun 2011, -212.550
27 Jun 2011, -212.545
26 Jun 2011, -212.540
25 Jun 2011, -212.520
24 Jun 2011, -212.515
23 Jun 2011, -212.510
22 Jun 2011, -212.505
21 Jun 2011, -212.500
20 Jun 2011, -212.490
19 Jun 2011, -212.490
18 Jun 2011, -212.475
17 Jun 2011, -212.465
16 Jun 2011, -212.460
15 Jun 2011, -212.460
14 Jun 2011, -212.450
13 Jun 2011, -212.450
12 Jun 2011, -212.440
11 Jun 2011, -212.425
10 Jun 2011, -212.420
9 Jun 2011, -212.420
8 Jun 2011, -212.410
7 Jun 2011, -212.400
6 Jun 2011, -212.400
5 Jun 2011, -212.395
4 Jun 2011, -212.390
3 Jun 2011, -212.380
2 Jun 2011, -212.380
1 Jun 2011, -212.370
31 May 2011, -212.365
30 May 2011, -212.365
29 May 2011, -212.360
28 May 2011, -212.360
27 May 2011, -212.360
26 May 2011, -212.360
25 May 2011, -212.355
24 May 2011, -212.350
23 May 2011, -212.350
22 May 2011, -212.350
21 May 2011, -212.350
20 May 2011, -212.350
19 May 2011, -212.350
18 May 2011, -212.350
17 May 2011, -212.345
16 May 2011, -212.345
15 May 2011, -212.350
13 May 2011, -212.355
12 May 2011, -212.350
11 May 2011, -212.355
10 May 2011, -212.355
9 May 2011, -212.350
8 May 2011, -212.350
7 May 2011, -212.350
6 May 2011, -212.350
5 May 2011, -212.350
4 May 2011, -212.360
3 May 2011, -212.360
2 May 2011, -212.365
1 May 2011, -212.370
30 Apr 2011, -212.390
29 Apr 2011, -212.390
28 Apr 2011, -212.410
27 Apr 2011, -212.410
26 Apr 2011, -212.415
25 Apr 2011, -212.420
24 Apr 2011, -212.430
23 Apr 2011, -212.435
22 Apr 2011, -212.445
21 Apr 2011, -212.455
20 Apr 2011, -212.460
19 Apr 2011, -212.460
18 Apr 2011, -212.470
17 Apr 2011, -212.480
16 Apr 2011, -212.490
15 Apr 2011, -212.490
14 Apr 2011, -212.500
13 Apr 2011, -212.510
12 Apr 2011, -212.520
11 Apr 2011, -212.530
10 Apr 2011, -212.540
9 Apr 2011, -212.540
8 Apr 2011, -212.550
7 Apr 2011, -212.560
6 Apr 2011, -212.590
5 Apr 2011, -212.630
4 Apr 2011, -212.655
3 Apr 2011, -212.665
2 Apr 2011, -212.670
1 Apr 2011, -212.685
31 Mar 2011, -212.690
30 Mar 2011, -212.700
29 Mar 2011, -212.710
28 Mar 2011, -212.720
27 Mar 2011, -212.730
26 Mar 2011, -212.745
25 Mar 2011, -212.770
24 Mar 2011, -212.790
23 Mar 2011, -212.810
22 Mar 2011, -212.830
21 Mar 2011, -212.840
20 Mar 2011, -212.850
19 Mar 2011, -212.865
18 Mar 2011, -212.880
17 Mar 2011, -212.900
16 Mar 2011, -212.920
