תאריך מדידה,מפלס הכנרת במטרים
18 Feb 2020, -209.880
17 Feb 2020, -209.895
16 Feb 2020, -209.915
15 Feb 2020, -209.925
14 Feb 2020, -209.940
13 Feb 2020, -209.960
11 Feb 2020, -210.020
10 Feb 2020, -210.040
9 Feb 2020, -210.080
8 Feb 2020, -210.130
7 Feb 2020, -210.150
6 Feb 2020, -210.165
5 Feb 2020, -210.185
4 Feb 2020, -210.200
3 Feb 2020, -210.220
2 Feb 2020, -210.245
1 Feb 2020, -210.270
31 Jan 2020, -210.300
30 Jan 2020, -210.325
29 Jan 2020, -210.345
28 Jan 2020, -210.370
27 Jan 2020, -210.390
26 Jan 2020, -210.410
25 Jan 2020, -210.440
24 Jan 2020, -210.490
23 Jan 2020, -210.530
22 Jan 2020, -210.555
21 Jan 2020, -210.595
20 Jan 2020, -210.665
19 Jan 2020, -210.715
18 Jan 2020, -210.740
17 Jan 2020, -210.760
16 Jan 2020, -210.780
15 Jan 2020, -210.795
14 Jan 2020, -210.810
13 Jan 2020, -210.840
12 Jan 2020, -210.860
11 Jan 2020, -210.900
10 Jan 2020, -210.960
9 Jan 2020, -211.100
8 Jan 2020, -211.330
7 Jan 2020, -211.340
6 Jan 2020, -211.390
5 Jan 2020, -211.480
4 Jan 2020, -211.500
3 Jan 2020, -211.520
2 Jan 2020, -211.530
1 Jan 2020, -211.540
31 Dec 2019, -211.550
30 Dec 2019, -211.560
29 Dec 2019, -211.575
28 Dec 2019, -211.610
27 Dec 2019, -211.680
26 Dec 2019, -211.765
25 Dec 2019, -211.825
24 Dec 2019, -211.820
23 Dec 2019, -211.820
22 Dec 2019, -211.820
21 Dec 2019, -211.825
20 Dec 2019, -211.825
19 Dec 2019, -211.825
18 Dec 2019, -211.825
17 Dec 2019, -211.830
16 Dec 2019, -211.830
15 Dec 2019, -211.830
14 Dec 2019, -211.835
13 Dec 2019, -211.840
12 Dec 2019, -211.850
11 Dec 2019, -211.850
10 Dec 2019, -211.855
9 Dec 2019, -211.870
8 Dec 2019, -211.870
7 Dec 2019, -211.875
6 Dec 2019, -211.875
5 Dec 2019, -211.880
4 Dec 2019, -211.885
3 Dec 2019, -211.885
2 Dec 2019, -211.890
1 Dec 2019, -211.900
30 Nov 2019, -211.900
29 Nov 2019, -211.900
28 Nov 2019, -211.900
27 Nov 2019, -211.895
26 Nov 2019, -211.895
25 Nov 2019, -211.895
24 Nov 2019, -211.890
23 Nov 2019, -211.890
22 Nov 2019, -211.890
21 Nov 2019, -211.890
20 Nov 2019, -211.880
19 Nov 2019, -211.870
18 Nov 2019, -211.860
17 Nov 2019, -211.850
16 Nov 2019, -211.845
15 Nov 2019, -211.850
14 Nov 2019, -211.850
13 Nov 2019, -211.845
12 Nov 2019, -211.840
11 Nov 2019, -211.840
10 Nov 2019, -211.835
9 Nov 2019, -211.835
8 Nov 2019, -211.830
7 Nov 2019, -211.830
6 Nov 2019, -211.825
5 Nov 2019, -211.820
4 Nov 2019, -211.820
3 Nov 2019, -211.820
2 Nov 2019, -211.820
1 Nov 2019, -211.820
31 Oct 2019, -211.815
30 Oct 2019, -211.815
29 Oct 2019, -211.815
28 Oct 2019, -211.815
27 Oct 2019, -211.815
26 Oct 2019, -211.810
25 Oct 2019, -211.805
24 Oct 2019, -211.800
23 Oct 2019, -211.795
22 Oct 2019, -211.795
21 Oct 2019, -211.790
20 Oct 2019, -211.780
19 Oct 2019, -211.780
18 Oct 2019, -211.780
17 Oct 2019, -211.775
16 Oct 2019, -211.775
15 Oct 2019, -211.770
14 Oct 2019, -211.765
13 Oct 2019, -211.760
12 Oct 2019, -211.755
11 Oct 2019, -211.750
10 Oct 2019, -211.750
9 Oct 2019, -211.745
8 Oct 2019, -211.740
7 Oct 2019, -211.740
6 Oct 2019, -211.740
5 Oct 2019, -211.735
4 Oct 2019, -211.730
3 Oct 2019, -211.730
2 Oct 2019, -211.725
1 Oct 2019, -211.720
30 Sep 2019, -211.720
29 Sep 2019, -211.720
28 Sep 2019, -211.715
27 Sep 2019, -211.710
26 Sep 2019, -211.710
25 Sep 2019, -211.700
24 Sep 2019, -211.700
23 Sep 2019, -211.700
22 Sep 2019, -211.695
21 Sep 2019, -211.690
20 Sep 2019, -211.685
19 Sep 2019, -211.680
18 Sep 2019, -211.670
17 Sep 2019, -211.665
16 Sep 2019, -211.660
15 Sep 2019, -211.650
14 Sep 2019, -211.645
13 Sep 2019, -211.640
12 Sep 2019, -211.640
11 Sep 2019, -211.630
10 Sep 2019, -211.630
9 Sep 2019, -211.620
8 Sep 2019, -211.615
4 Sep 2019, -211.580
3 Sep 2019, -211.575
2 Sep 2019, -211.575
1 Sep 2019, -211.560
31 Aug 2019, -211.555
30 Aug 2019, -211.550
29 Aug 2019, -211.540
28 Aug 2019, -211.540
27 Aug 2019, -211.535
26 Aug 2019, -211.530
25 Aug 2019, -211.525
24 Aug 2019, -211.520
23 Aug 2019, -211.515
22 Aug 2019, -211.510
21 Aug 2019, -211.505
20 Aug 2019, -211.500
19 Aug 2019, -211.500
18 Aug 2019, -211.495
17 Aug 2019, -211.490
16 Aug 2019, -211.485
15 Aug 2019, -211.480
14 Aug 2019, -211.475
13 Aug 2019, -211.470
12 Aug 2019, -211.465
11 Aug 2019, -211.460
10 Aug 2019, -211.455
9 Aug 2019, -211.450
8 Aug 2019, -211.445
7 Aug 2019, -211.445
6 Aug 2019, -211.440
5 Aug 2019, -211.435
4 Aug 2019, -211.430
3 Aug 2019, -211.425
2 Aug 2019, -211.420
1 Aug 2019, -211.410
31 Jul 2019, -211.410
30 Jul 2019, -211.405
29 Jul 2019, -211.400
28 Jul 2019, -211.395
27 Jul 2019, -211.390
26 Jul 2019, -211.385
25 Jul 2019, -211.380
24 Jul 2019, -211.375
23 Jul 2019, -211.370
22 Jul 2019, -211.365
21 Jul 2019, -211.360
20 Jul 2019, -211.355
19 Jul 2019, -211.350
18 Jul 2019, -211.340
17 Jul 2019, -211.335
16 Jul 2019, -211.330
15 Jul 2019, -211.325
14 Jul 2019, -211.320
13 Jul 2019, -211.315
12 Jul 2019, -211.310
11 Jul 2019, -211.310
10 Jul 2019, -211.305
9 Jul 2019, -211.300
8 Jul 2019, -211.295
7 Jul 2019, -211.290
6 Jul 2019, -211.285
5 Jul 2019, -211.280
4 Jul 2019, -211.275
3 Jul 2019, -211.270
2 Jul 2019, -211.265
1 Jul 2019, -211.260
30 Jun 2019, -211.260
29 Jun 2019, -211.255
28 Jun 2019, -211.250
27 Jun 2019, -211.250
26 Jun 2019, -211.245
25 Jun 2019, -211.245
24 Jun 2019, -211.240
23 Jun 2019, -211.240
22 Jun 2019, -211.235
21 Jun 2019, -211.235
20 Jun 2019, -211.230
19 Jun 2019, -211.225
18 Jun 2019, -211.220
17 Jun 2019, -211.220
16 Jun 2019, -211.220
15 Jun 2019, -211.215
14 Jun 2019, -211.215
13 Jun 2019, -211.210
12 Jun 2019, -211.210
11 Jun 2019, -211.210
10 Jun 2019, -211.205
9 Jun 2019, -211.200
8 Jun 2019, -211.200
7 Jun 2019, -211.195
6 Jun 2019, -211.195
5 Jun 2019, -211.195
4 Jun 2019, -211.195
3 Jun 2019, -211.190
2 Jun 2019, -211.190
1 Jun 2019, -211.185
31 May 2019, -211.185
30 May 2019, -211.190
29 May 2019, -211.190
28 May 2019, -211.190
27 May 2019, -211.190
26 May 2019, -211.190
25 May 2019, -211.190
24 May 2019, -211.185
23 May 2019, -211.190
22 May 2019, -211.195
21 May 2019, -211.195
20 May 2019, -211.195
19 May 2019, -211.200
18 May 2019, -211.200
17 May 2019, -211.200
16 May 2019, -211.205
15 May 2019, -211.210
14 May 2019, -211.215
13 May 2019, -211.220
12 May 2019, -211.220
11 May 2019, -211.225
10 May 2019, -211.225
9 May 2019, -211.230
8 May 2019, -211.230
7 May 2019, -211.235
6 May 2019, -211.240
5 May 2019, -211.250
4 May 2019, -211.260
3 May 2019, -211.270
2 May 2019, -211.275
1 May 2019, -211.285
30 Apr 2019, -211.295
29 Apr 2019, -211.305
28 Apr 2019, -211.315
27 Apr 2019, -211.330
26 Apr 2019, -211.345
25 Apr 2019, -211.360
24 Apr 2019, -211.375
23 Apr 2019, -211.390
22 Apr 2019, -211.410
21 Apr 2019, -211.425
20 Apr 2019, -211.440
19 Apr 2019, -211.465
18 Apr 2019, -211.470
17 Apr 2019, -211.485
16 Apr 2019, -211.505
15 Apr 2019, -211.525
14 Apr 2019, -211.540
13 Apr 2019, -211.555
12 Apr 2019, -211.570
11 Apr 2019, -211.590
10 Apr 2019, -211.605
9 Apr 2019, -211.625
8 Apr 2019, -211.645
7 Apr 2019, -211.670
6 Apr 2019, -211.695
5 Apr 2019, -211.720
4 Apr 2019, -211.760
3 Apr 2019, -211.800
2 Apr 2019, -211.860
1 Apr 2019, -211.960
31 Mar 2019, -212.070
30 Mar 2019, -212.095
29 Mar 2019, -212.115
28 Mar 2019, -212.130
27 Mar 2019, -212.150
26 Mar 2019, -212.165
25 Mar 2019, -212.195
24 Mar 2019, -212.215
23 Mar 2019, -212.230
22 Mar 2019, -212.250
21 Mar 2019, -212.270
20 Mar 2019, -212.295
19 Mar 2019, -212.320
18 Mar 2019, -212.350
17 Mar 2019, -212.415
16 Mar 2019, -212.470
15 Mar 2019, -212.490
14 Mar 2019, -212.510
13 Mar 2019, -212.530
12 Mar 2019, -212.545
11 Mar 2019, -212.560
10 Mar 2019, -212.575
9 Mar 2019, -212.595
8 Mar 2019, -212.615
7 Mar 2019, -212.635
6 Mar 2019, -212.665
5 Mar 2019, -212.700
4 Mar 2019, -212.740
3 Mar 2019, -212.770
2 Mar 2019, -212.805
1 Mar 2019, -212.845
28 Feb 2019, -212.915
27 Feb 2019, -212.975
26 Feb 2019, -213.000
25 Feb 2019, -213.015
24 Feb 2019, -213.030
23 Feb 2019, -213.045
22 Feb 2019, -213.060
21 Feb 2019, -213.080
20 Feb 2019, -213.105
19 Feb 2019, -213.135
18 Feb 2019, -213.180
17 Feb 2019, -213.235
16 Feb 2019, -213.305
15 Feb 2019, -213.325
14 Feb 2019, -213.350
13 Feb 2019, -213.365
12 Feb 2019, -213.380
11 Feb 2019, -213.400
10 Feb 2019, -213.435
9 Feb 2019, -213.455
8 Feb 2019, -213.475
7 Feb 2019, -213.485
6 Feb 2019, -213.495
5 Feb 2019, -213.520
4 Feb 2019, -213.525
3 Feb 2019, -213.535
2 Feb 2019, -213.545
1 Feb 2019, -213.560
31 Jan 2019, -213.575
30 Jan 2019, -213.585
29 Jan 2019, -213.595
28 Jan 2019, -213.620
27 Jan 2019, -213.635
26 Jan 2019, -213.645
25 Jan 2019, -213.655
24 Jan 2019, -213.670
23 Jan 2019, -213.685
22 Jan 2019, -213.700
21 Jan 2019, -213.720
20 Jan 2019, -213.740
19 Jan 2019, -213.760
18 Jan 2019, -213.790
17 Jan 2019, -213.850
16 Jan 2019, -213.900
15 Jan 2019, -213.970
14 Jan 2019, -214.050
13 Jan 2019, -214.110
12 Jan 2019, -214.135
11 Jan 2019, -214.165
10 Jan 2019, -214.185
9 Jan 2019, -214.240
8 Jan 2019, -214.350
7 Jan 2019, -214.435
6 Jan 2019, -214.440
5 Jan 2019, -214.445
4 Jan 2019, -214.450
3 Jan 2019, -214.450
2 Jan 2019, -214.455
1 Jan 2019, -214.460
31 Dec 2018, -214.470
30 Dec 2018, -214.475
29 Dec 2018, -214.480
28 Dec 2018, -214.500
27 Dec 2018, -214.535
26 Dec 2018, -214.540
25 Dec 2018, -214.545
24 Dec 2018, -214.545
23 Dec 2018, -214.550
22 Dec 2018, -214.560
21 Dec 2018, -214.570
20 Dec 2018, -214.580
19 Dec 2018, -214.595
18 Dec 2018, -214.595
17 Dec 2018, -214.600
16 Dec 2018, -214.600
15 Dec 2018, -214.610
14 Dec 2018, -214.610
13 Dec 2018, -214.605
12 Dec 2018, -214.610
11 Dec 2018, -214.610
10 Dec 2018, -214.610
9 Dec 2018, -214.610
8 Dec 2018, -214.620
7 Dec 2018, -214.630
6 Dec 2018, -214.660
5 Dec 2018, -214.660
4 Dec 2018, -214.655
3 Dec 2018, -214.655
2 Dec 2018, -214.650
1 Dec 2018, -214.650
30 Nov 2018, -214.650
29 Nov 2018, -214.645
28 Nov 2018, -214.645
27 Nov 2018, -214.645
26 Nov 2018, -214.640
25 Nov 2018, -214.640
24 Nov 2018, -214.655
23 Nov 2018, -214.650
22 Nov 2018, -214.660
21 Nov 2018, -214.660
20 Nov 2018, -214.660
19 Nov 2018, -214.655
18 Nov 2018, -214.655
17 Nov 2018, -214.655
16 Nov 2018, -214.660
15 Nov 2018, -214.660
14 Nov 2018, -214.660
13 Nov 2018, -214.660
12 Nov 2018, -214.660
11 Nov 2018, -214.660
10 Nov 2018, -214.655
9 Nov 2018, -214.655
8 Nov 2018, -214.655
7 Nov 2018, -214.650
6 Nov 2018, -214.650
5 Nov 2018, -214.645
4 Nov 2018, -214.640
3 Nov 2018, -214.635
2 Nov 2018, -214.630
1 Nov 2018, -214.620
31 Oct 2018, -214.610
30 Oct 2018, -214.595
29 Oct 2018, -214.585
28 Oct 2018, -214.580
27 Oct 2018, -214.575
26 Oct 2018, -214.565
25 Oct 2018, -214.555
24 Oct 2018, -214.550
23 Oct 2018, -214.540
22 Oct 2018, -214.530
21 Oct 2018, -214.525
20 Oct 2018, -214.520
19 Oct 2018, -214.515
18 Oct 2018, -214.515
17 Oct 2018, -214.510
16 Oct 2018, -214.505
15 Oct 2018, -214.500
14 Oct 2018, -214.495
13 Oct 2018, -214.490
12 Oct 2018, -214.485
11 Oct 2018, -214.480
10 Oct 2018, -214.475
9 Oct 2018, -214.470
8 Oct 2018, -214.465
7 Oct 2018, -214.460
6 Oct 2018, -214.450
5 Oct 2018, -214.445
4 Oct 2018, -214.440
3 Oct 2018, -214.435
2 Oct 2018, -214.430
1 Oct 2018, -214.425
30 Sep 2018, -214.415
29 Sep 2018, -214.410
28 Sep 2018, -214.405
27 Sep 2018, -214.400
26 Sep 2018, -214.390
25 Sep 2018, -214.385
24 Sep 2018, -214.380
23 Sep 2018, -214.375
22 Sep 2018, -214.365
21 Sep 2018, -214.360
20 Sep 2018, -214.350
19 Sep 2018, -214.345
18 Sep 2018, -214.340
17 Sep 2018, -214.335
16 Sep 2018, -214.330
15 Sep 2018, -214.320
14 Sep 2018, -214.315
13 Sep 2018, -214.310
12 Sep 2018, -214.300
11 Sep 2018, -214.295
10 Sep 2018, -214.285
9 Sep 2018, -214.275
8 Sep 2018, -214.265
7 Sep 2018, -214.260
6 Sep 2018, -214.250
5 Sep 2018, -214.240
4 Sep 2018, -214.235
3 Sep 2018, -214.230
2 Sep 2018, -214.225
1 Sep 2018, -214.220
31 Aug 2018, -214.215
30 Aug 2018, -214.210
29 Aug 2018, -214.205
28 Aug 2018, -214.200
27 Aug 2018, -214.190
26 Aug 2018, -214.180
25 Aug 2018, -214.175
24 Aug 2018, -214.170
23 Aug 2018, -214.165
22 Aug 2018, -214.160
21 Aug 2018, -214.150
20 Aug 2018, -214.140
19 Aug 2018, -214.130
18 Aug 2018, -214.120
17 Aug 2018, -214.110
16 Aug 2018, -214.100
15 Aug 2018, -214.090
14 Aug 2018, -214.080
13 Aug 2018, -214.065
12 Aug 2018, -214.060
11 Aug 2018, -214.050
10 Aug 2018, -214.040
9 Aug 2018, -214.030
8 Aug 2018, -214.020
7 Aug 2018, -214.020
6 Aug 2018, -214.000
5 Aug 2018, -213.980
4 Aug 2018, -213.975
3 Aug 2018, -213.970
2 Aug 2018, -213.960
1 Aug 2018, -213.950
31 Jul 2018, -213.940
30 Jul 2018, -213.935
29 Jul 2018, -213.930
28 Jul 2018, -213.920
27 Jul 2018, -213.910
26 Jul 2018, -213.900
25 Jul 2018, -213.890
24 Jul 2018, -213.880
23 Jul 2018, -213.875
22 Jul 2018, -213.865
21 Jul 2018, -213.855
20 Jul 2018, -213.850
19 Jul 2018, -213.840
18 Jul 2018, -213.830
17 Jul 2018, -213.820
16 Jul 2018, -213.810
15 Jul 2018, -213.800
14 Jul 2018, -213.795
13 Jul 2018, -213.785
12 Jul 2018, -213.775
11 Jul 2018, -213.765
10 Jul 2018, -213.755
9 Jul 2018, -213.745
8 Jul 2018, -213.740
7 Jul 2018, -213.730
6 Jul 2018, -213.720
5 Jul 2018, -213.715
4 Jul 2018, -213.705
3 Jul 2018, -213.700
2 Jul 2018, -213.690
1 Jul 2018, -213.685
30 Jun 2018, -213.670
29 Jun 2018, -213.660
28 Jun 2018, -213.650
27 Jun 2018, -213.640
26 Jun 2018, -213.630
25 Jun 2018, -213.625
24 Jun 2018, -213.615
23 Jun 2018, -213.610
22 Jun 2018, -213.600
21 Jun 2018, -213.590
20 Jun 2018, -213.580
19 Jun 2018, -213.575
18 Jun 2018, -213.570
17 Jun 2018, -213.570
16 Jun 2018, -213.560
15 Jun 2018, -213.550
14 Jun 2018, -213.540
13 Jun 2018, -213.530
12 Jun 2018, -213.525
11 Jun 2018, -213.520
10 Jun 2018, -213.510
9 Jun 2018, -213.500
8 Jun 2018, -213.495
7 Jun 2018, -213.490
6 Jun 2018, -213.490
5 Jun 2018, -213.485
4 Jun 2018, -213.480
3 Jun 2018, -213.470
2 Jun 2018, -213.465
1 Jun 2018, -213.460
31 May 2018, -213.450
30 May 2018, -213.440
29 May 2018, -213.435
28 May 2018, -213.430
27 May 2018, -213.425
26 May 2018, -213.415
25 May 2018, -213.405
24 May 2018, -213.395
23 May 2018, -213.390
22 May 2018, -213.390
21 May 2018, -213.385
20 May 2018, -213.385
19 May 2018, -213.385
18 May 2018, -213.385
17 May 2018, -213.375
16 May 2018, -213.370
15 May 2018, -213.370
14 May 2018, -213.365
13 May 2018, -213.365
12 May 2018, -213.365
11 May 2018, -213.360
10 May 2018, -213.360
9 May 2018, -213.360
8 May 2018, -213.365
7 May 2018, -213.365
6 May 2018, -213.365
5 May 2018, -213.365
4 May 2018, -213.360
3 May 2018, -213.360
2 May 2018, -213.360
1 May 2018, -213.360
30 Apr 2018, -213.355
29 Apr 2018, -213.355
28 Apr 2018, -213.360
27 Apr 2018, -213.370
26 Apr 2018, -213.380
25 Apr 2018, -213.380
24 Apr 2018, -213.385
23 Apr 2018, -213.385
22 Apr 2018, -213.385
21 Apr 2018, -213.385
20 Apr 2018, -213.385
19 Apr 2018, -213.385
18 Apr 2018, -213.385
17 Apr 2018, -213.385
16 Apr 2018, -213.390
15 Apr 2018, -213.390
14 Apr 2018, -213.395
13 Apr 2018, -213.395
12 Apr 2018, -213.395
11 Apr 2018, -213.400
10 Apr 2018, -213.400
9 Apr 2018, -213.400
8 Apr 2018, -213.410
7 Apr 2018, -213.410
6 Apr 2018, -213.410
5 Apr 2018, -213.420
4 Apr 2018, -213.420
3 Apr 2018, -213.420
2 Apr 2018, -213.420
1 Apr 2018, -213.430
31 Mar 2018, -213.430
30 Mar 2018, -213.430
29 Mar 2018, -213.430
28 Mar 2018, -213.435
27 Mar 2018, -213.440
26 Mar 2018, -213.440
25 Mar 2018, -213.440
24 Mar 2018, -213.440
23 Mar 2018, -213.445
22 Mar 2018, -213.445
21 Mar 2018, -213.450
20 Mar 2018, -213.450
19 Mar 2018, -213.455
18 Mar 2018, -213.460
17 Mar 2018, -213.465
16 Mar 2018, -213.465
15 Mar 2018, -213.470
14 Mar 2018, -213.475
13 Mar 2018, -213.475
12 Mar 2018, -213.480
11 Mar 2018, -213.490
10 Mar 2018, -213.495
9 Mar 2018, -213.500
8 Mar 2018, -213.505
7 Mar 2018, -213.510
6 Mar 2018, -213.520
5 Mar 2018, -213.525
4 Mar 2018, -213.530
3 Mar 2018, -213.540
2 Mar 2018, -213.550
1 Mar 2018, -213.560
28 Feb 2018, -213.570
27 Feb 2018, -213.595
26 Feb 2018, -213.620
25 Feb 2018, -213.625
24 Feb 2018, -213.630
23 Feb 2018, -213.640
22 Feb 2018, -213.665
21 Feb 2018, -213.680
20 Feb 2018, -213.700
19 Feb 2018, -213.720
18 Feb 2018, -213.750
17 Feb 2018, -213.775
16 Feb 2018, -213.800
15 Feb 2018, -213.810
14 Feb 2018, -213.815
13 Feb 2018, -213.840
12 Feb 2018, -213.860
11 Feb 2018, -213.865
10 Feb 2018, -213.870
9 Feb 2018, -213.880
8 Feb 2018, -213.890
7 Feb 2018, -213.895
6 Feb 2018, -213.900
5 Feb 2018, -213.905
4 Feb 2018, -213.910
3 Feb 2018, -213.920
2 Feb 2018, -213.925
1 Feb 2018, -213.930
31 Jan 2018, -213.940
30 Jan 2018, -213.950
29 Jan 2018, -213.965
28 Jan 2018, -213.980
27 Jan 2018, -214.010
26 Jan 2018, -214.110
25 Jan 2018, -214.155
24 Jan 2018, -214.170
23 Jan 2018, -214.185
22 Jan 2018, -214.190
21 Jan 2018, -214.200
20 Jan 2018, -214.200
19 Jan 2018, -214.220
18 Jan 2018, -214.225
17 Jan 2018, -214.235
16 Jan 2018, -214.240
15 Jan 2018, -214.245
14 Jan 2018, -214.255
13 Jan 2018, -214.255
12 Jan 2018, -214.260
11 Jan 2018, -214.260
10 Jan 2018, -214.260
9 Jan 2018, -214.265
8 Jan 2018, -214.270
7 Jan 2018, -214.275
6 Jan 2018, -214.302
5 Jan 2018, -214.330
4 Jan 2018, -214.350
3 Jan 2018, -214.360
2 Jan 2018, -214.360
1 Jan 2018, -214.370
31 Dec 2017, -214.375
30 Dec 2017, -214.370
29 Dec 2017, -214.375
28 Dec 2017, -214.380
27 Dec 2017, -214.380
26 Dec 2017, -214.380
25 Dec 2017, -214.380
24 Dec 2017, -214.395
23 Dec 2017, -214.395
22 Dec 2017, -214.395
21 Dec 2017, -214.395
20 Dec 2017, -214.395
19 Dec 2017, -214.390
18 Dec 2017, -214.390
17 Dec 2017, -214.385
16 Dec 2017, -214.380
15 Dec 2017, -214.380
14 Dec 2017, -214.375
13 Dec 2017, -214.370
12 Dec 2017, -214.370
11 Dec 2017, -214.365
10 Dec 2017, -214.365
9 Dec 2017, -214.365
8 Dec 2017, -214.360
7 Dec 2017, -214.360
6 Dec 2017, -214.355
5 Dec 2017, -214.355
4 Dec 2017, -214.355
3 Dec 2017, -214.355
2 Dec 2017, -214.350
1 Dec 2017, -214.350
30 Nov 2017, -214.340
29 Nov 2017, -214.340
28 Nov 2017, -214.340
27 Nov 2017, -214.340
26 Nov 2017, -214.335
25 Nov 2017, -214.330
24 Nov 2017, -214.330
23 Nov 2017, -214.325
22 Nov 2017, -214.325
21 Nov 2017, -214.325
20 Nov 2017, -214.320
19 Nov 2017, -214.320
18 Nov 2017, -214.315
17 Nov 2017, -214.315
16 Nov 2017, -214.310
15 Nov 2017, -214.310
14 Nov 2017, -214.305
13 Nov 2017, -214.305
12 Nov 2017, -214.300
11 Nov 2017, -214.295
10 Nov 2017, -214.295
9 Nov 2017, -214.290
8 Nov 2017, -214.290
7 Nov 2017, -214.285
6 Nov 2017, -214.285
5 Nov 2017, -214.280
4 Nov 2017, -214.275
3 Nov 2017, -214.270
2 Nov 2017, -214.265
1 Nov 2017, -214.260
31 Oct 2017, -214.260
30 Oct 2017, -214.255
29 Oct 2017, -214.250
28 Oct 2017, -214.245
27 Oct 2017, -214.240
26 Oct 2017, -214.235
25 Oct 2017, -214.230
24 Oct 2017, -214.225
23 Oct 2017, -214.220
22 Oct 2017, -214.215
21 Oct 2017, -214.210
20 Oct 2017, -214.205
19 Oct 2017, -214.200
18 Oct 2017, -214.195
17 Oct 2017, -214.195
16 Oct 2017, -214.190
15 Oct 2017, -214.185
14 Oct 2017, -214.180
13 Oct 2017, -214.175
12 Oct 2017, -214.170
11 Oct 2017, -214.165
10 Oct 2017, -214.160
9 Oct 2017, -214.155
8 Oct 2017, -214.150
7 Oct 2017, -214.145
6 Oct 2017, -214.140
5 Oct 2017, -214.135
4 Oct 2017, -214.130
3 Oct 2017, -214.125
2 Oct 2017, -214.125
1 Oct 2017, -214.120
30 Sep 2017, -214.110
29 Sep 2017, -214.100
28 Sep 2017, -214.085
27 Sep 2017, -214.080
26 Sep 2017, -214.075
25 Sep 2017, -214.065
24 Sep 2017, -214.060
23 Sep 2017, -214.055
22 Sep 2017, -214.050
21 Sep 2017, -214.040
20 Sep 2017, -214.030
19 Sep 2017, -214.020
18 Sep 2017, -214.015
17 Sep 2017, -214.010
16 Sep 2017, -214.000
15 Sep 2017, -213.990
14 Sep 2017, -213.980
13 Sep 2017, -213.975
12 Sep 2017, -213.970
11 Sep 2017, -213.960
10 Sep 2017, -213.955
9 Sep 2017, -213.950
8 Sep 2017, -213.940
7 Sep 2017, -213.930
6 Sep 2017, -213.920
5 Sep 2017, -213.915
4 Sep 2017, -213.905
3 Sep 2017, -213.900
2 Sep 2017, -213.890
1 Sep 2017, -213.885
31 Aug 2017, -213.875
30 Aug 2017, -213.865
29 Aug 2017, -213.855
28 Aug 2017, -213.845
27 Aug 2017, -213.835
26 Aug 2017, -213.825
25 Aug 2017, -213.820
24 Aug 2017, -213.810
23 Aug 2017, -213.800
22 Aug 2017, -213.790
21 Aug 2017, -213.785
20 Aug 2017, -213.775
19 Aug 2017, -213.765
18 Aug 2017, -213.755
17 Aug 2017, -213.745
16 Aug 2017, -213.735
15 Aug 2017, -213.725
14 Aug 2017, -213.720
13 Aug 2017, -213.710
12 Aug 2017, -213.705
11 Aug 2017, -213.700
10 Aug 2017, -213.695
9 Aug 2017, -213.690
8 Aug 2017, -213.680
7 Aug 2017, -213.670
6 Aug 2017, -213.660
5 Aug 2017, -213.650
4 Aug 2017, -213.640
3 Aug 2017, -213.630
2 Aug 2017, -213.620
1 Aug 2017, -213.610
31 Jul 2017, -213.600
30 Jul 2017, -213.585
29 Jul 2017, -213.575
28 Jul 2017, -213.565
27 Jul 2017, -213.555
26 Jul 2017, -213.550
25 Jul 2017, -213.545
24 Jul 2017, -213.535
23 Jul 2017, -213.525
22 Jul 2017, -213.515
21 Jul 2017, -213.505
20 Jul 2017, -213.495
19 Jul 2017, -213.485
18 Jul 2017, -213.480
17 Jul 2017, -213.470
16 Jul 2017, -213.455
15 Jul 2017, -213.450
14 Jul 2017, -213.440
13 Jul 2017, -213.430
12 Jul 2017, -213.420
11 Jul 2017, -213.415
10 Jul 2017, -213.410
9 Jul 2017, -213.395
8 Jul 2017, -213.390
7 Jul 2017, -213.380
6 Jul 2017, -213.370
5 Jul 2017, -213.360
4 Jul 2017, -213.355
3 Jul 2017, -213.350
2 Jul 2017, -213.345
1 Jul 2017, -213.340
30 Jun 2017, -213.335
29 Jun 2017, -213.330
28 Jun 2017, -213.320
27 Jun 2017, -213.315
26 Jun 2017, -213.310
25 Jun 2017, -213.305
24 Jun 2017, -213.300
23 Jun 2017, -213.290
22 Jun 2017, -213.280
21 Jun 2017, -213.270
20 Jun 2017, -213.260
19 Jun 2017, -213.255
18 Jun 2017, -213.250
17 Jun 2017, -213.245
16 Jun 2017, -213.235
15 Jun 2017, -213.225
14 Jun 2017, -213.215
13 Jun 2017, -213.210
12 Jun 2017, -213.205
11 Jun 2017, -213.200
10 Jun 2017, -213.185
9 Jun 2017, -213.175
8 Jun 2017, -213.165
7 Jun 2017, -213.150
6 Jun 2017, -213.145
5 Jun 2017, -213.140
4 Jun 2017, -213.135
3 Jun 2017, -213.130
2 Jun 2017, -213.120
1 Jun 2017, -213.110
31 May 2017, -213.105
30 May 2017, -213.100
29 May 2017, -213.090
28 May 2017, -213.085
27 May 2017, -213.075
26 May 2017, -213.065
25 May 2017, -213.055
24 May 2017, -213.050
23 May 2017, -213.045
22 May 2017, -213.040
21 May 2017, -213.025
20 May 2017, -213.020
19 May 2017, -213.010
18 May 2017, -213.000
17 May 2017, -213.000
16 May 2017, -212.995
15 May 2017, -212.990
14 May 2017, -212.985
13 May 2017, -212.980
12 May 2017, -212.975
11 May 2017, -212.970
